Territory X Date,Target
Afghanistan X 05/14/2020,66
Afghanistan X 05/15/2020,68
Afghanistan X 05/16/2020,70
Afghanistan X 05/17/2020,72
Afghanistan X 05/18/2020,74
Afghanistan X 05/19/2020,76
Afghanistan X 05/20/2020,78
Afghanistan X 05/21/2020,82
Afghanistan X 05/22/2020,84
Afghanistan X 05/23/2020,87
Afghanistan X 05/24/2020,90
Afghanistan X 05/25/2020,94
Afghanistan X 05/26/2020,97
Afghanistan X 05/27/2020,100
Afghanistan X 05/28/2020,102
Afghanistan X 05/29/2020,105
Afghanistan X 05/30/2020,107
Afghanistan X 05/31/2020,110
Afghanistan X 06/01/2020,113
Afghanistan X 06/02/2020,117
Afghanistan X 06/03/2020,120
Afghanistan X 06/04/2020,123
Afghanistan X 06/05/2020,127
Afghanistan X 06/06/2020,132
Afghanistan X 06/07/2020,135
Albania X 03/06/2020,0
Albania X 03/07/2020,0
Albania X 03/08/2020,0
Albania X 03/09/2020,0
Albania X 03/10/2020,0
Albania X 03/11/2020,1
Albania X 03/12/2020,1
Albania X 03/13/2020,1
Albania X 03/14/2020,1
Albania X 03/15/2020,1
Albania X 03/16/2020,1
Albania X 03/17/2020,1
Albania X 03/18/2020,2
Albania X 03/19/2020,2
Albania X 03/20/2020,2
Albania X 03/21/2020,2
Albania X 03/22/2020,2
Albania X 03/23/2020,4
Albania X 03/24/2020,5
Albania X 03/25/2020,5
Albania X 03/26/2020,6
Albania X 03/27/2020,8
Albania X 03/28/2020,10
Albania X 03/29/2020,10
Albania X 03/30/2020,11
Albania X 03/31/2020,15
Albania X 04/01/2020,15
Albania X 04/02/2020,17
Albania X 04/03/2020,20
Albania X 04/04/2020,22
Albania X 04/05/2020,25
Albania X 04/06/2020,27
Albania X 04/07/2020,30
Albania X 04/08/2020,33
Albania X 04/09/2020,36
Albania X 04/10/2020,39
Albania X 04/11/2020,42
Albania X 04/12/2020,47
Albania X 04/13/2020,50
Albania X 04/14/2020,53
Albania X 04/15/2020,58
Albania X 04/16/2020,63
Albania X 04/17/2020,67
Albania X 04/18/2020,71
Albania X 04/19/2020,76
Albania X 04/20/2020,82
Albania X 04/21/2020,88
Albania X 04/22/2020,92
Albania X 04/23/2020,98
Albania X 04/24/2020,106
Albania X 04/25/2020,111
Albania X 04/26/2020,116
Albania X 04/27/2020,123
Albania X 04/28/2020,131
Albania X 04/29/2020,138
Albania X 04/30/2020,145
Albania X 05/01/2020,152
Albania X 05/02/2020,161
Albania X 05/03/2020,169
Albania X 05/04/2020,176
Albania X 05/05/2020,185
Albania X 05/06/2020,195
Albania X 05/07/2020,203
Albania X 05/08/2020,211
Albania X 05/09/2020,221
Albania X 05/10/2020,232
Albania X 05/11/2020,242
Albania X 05/12/2020,251
Albania X 05/13/2020,262
Albania X 05/14/2020,273
Albania X 05/15/2020,285
Albania X 05/16/2020,295
Albania X 05/17/2020,306
Albania X 05/18/2020,320
Albania X 05/19/2020,331
Albania X 05/20/2020,343
Albania X 05/21/2020,356
Albania X 05/22/2020,369
Albania X 05/23/2020,383
Albania X 05/24/2020,395
Albania X 05/25/2020,409
Albania X 05/26/2020,424
Albania X 05/27/2020,439
Albania X 05/28/2020,452
Albania X 05/29/2020,467
Albania X 05/30/2020,484
Albania X 05/31/2020,499
Albania X 06/01/2020,514
Albania X 06/02/2020,531
Albania X 06/03/2020,548
Albania X 06/04/2020,565
Albania X 06/05/2020,581
Albania X 06/06/2020,599
Albania X 06/07/2020,617
Algeria X 03/06/2020,0
Algeria X 03/07/2020,0
Algeria X 03/08/2020,0
Algeria X 03/09/2020,0
Algeria X 03/10/2020,0
Algeria X 03/11/2020,0
Algeria X 03/12/2020,1
Algeria X 03/13/2020,2
Algeria X 03/14/2020,3
Algeria X 03/15/2020,4
Algeria X 03/16/2020,4
Algeria X 03/17/2020,4
Algeria X 03/18/2020,7
Algeria X 03/19/2020,9
Algeria X 03/20/2020,11
Algeria X 03/21/2020,15
Algeria X 03/22/2020,17
Algeria X 03/23/2020,17
Algeria X 03/24/2020,19
Algeria X 03/25/2020,21
Algeria X 03/26/2020,25
Algeria X 03/27/2020,26
Algeria X 03/28/2020,29
Algeria X 03/29/2020,31
Algeria X 03/30/2020,35
Algeria X 03/31/2020,44
Algeria X 04/01/2020,58
Algeria X 04/02/2020,77
Algeria X 04/03/2020,95
Algeria X 04/04/2020,111
Algeria X 04/05/2020,129
Algeria X 04/06/2020,149
Algeria X 04/07/2020,170
Algeria X 04/08/2020,190
Algeria X 04/09/2020,211
Algeria X 04/10/2020,232
Algeria X 04/11/2020,256
Algeria X 04/12/2020,285
Algeria X 04/13/2020,319
Algeria X 04/14/2020,357
Algeria X 04/15/2020,394
Algeria X 04/16/2020,430
Algeria X 04/17/2020,470
Algeria X 04/18/2020,510
Algeria X 04/19/2020,554
Algeria X 04/20/2020,595
Algeria X 04/21/2020,639
Algeria X 04/22/2020,683
Algeria X 04/23/2020,729
Algeria X 04/24/2020,781
Algeria X 04/25/2020,839
Algeria X 04/26/2020,900
Algeria X 04/27/2020,961
Algeria X 04/28/2020,1021
Algeria X 04/29/2020,1084
Algeria X 04/30/2020,1149
Algeria X 05/01/2020,1217
Algeria X 05/02/2020,1283
Algeria X 05/03/2020,1352
Algeria X 05/04/2020,1421
Algeria X 05/05/2020,1492
Algeria X 05/06/2020,1570
Algeria X 05/07/2020,1654
Algeria X 05/08/2020,1741
Algeria X 05/09/2020,1828
Algeria X 05/10/2020,1914
Algeria X 05/11/2020,2004
Algeria X 05/12/2020,2095
Algeria X 05/13/2020,2190
Algeria X 05/14/2020,2282
Algeria X 05/15/2020,2379
Algeria X 05/16/2020,2475
Algeria X 05/17/2020,2574
Algeria X 05/18/2020,2679
Algeria X 05/19/2020,2791
Algeria X 05/20/2020,2906
Algeria X 05/21/2020,3021
Algeria X 05/22/2020,3136
Algeria X 05/23/2020,3254
Algeria X 05/24/2020,3374
Algeria X 05/25/2020,3497
Algeria X 05/26/2020,3619
Algeria X 05/27/2020,3744
Algeria X 05/28/2020,3869
Algeria X 05/29/2020,3998
Algeria X 05/30/2020,4133
Algeria X 05/31/2020,4274
Algeria X 06/01/2020,4419
Algeria X 06/02/2020,4564
Algeria X 06/03/2020,4709
Algeria X 06/04/2020,4858
Algeria X 06/05/2020,5008
Algeria X 06/06/2020,5161
Algeria X 06/07/2020,5314
Andorra X 03/06/2020,0
Andorra X 03/07/2020,0
Andorra X 03/08/2020,0
Andorra X 03/09/2020,0
Andorra X 03/10/2020,0
Andorra X 03/11/2020,0
Andorra X 03/12/2020,0
Andorra X 03/13/2020,0
Andorra X 03/14/2020,0
Andorra X 03/15/2020,0
Andorra X 03/16/2020,0
Andorra X 03/17/2020,0
Andorra X 03/18/2020,0
Andorra X 03/19/2020,0
Andorra X 03/20/2020,0
Andorra X 03/21/2020,0
Andorra X 03/22/2020,1
Andorra X 03/23/2020,1
Andorra X 03/24/2020,1
Andorra X 03/25/2020,1
Andorra X 03/26/2020,3
Andorra X 03/27/2020,3
Andorra X 03/28/2020,3
Andorra X 03/29/2020,6
Andorra X 03/30/2020,8
Andorra X 03/31/2020,12
Andorra X 04/01/2020,14
Andorra X 04/02/2020,21
Andorra X 04/03/2020,26
Andorra X 04/04/2020,31
Andorra X 04/05/2020,37
Andorra X 04/06/2020,42
Andorra X 04/07/2020,50
Andorra X 04/08/2020,57
Andorra X 04/09/2020,63
Andorra X 04/10/2020,73
Andorra X 04/11/2020,82
Andorra X 04/12/2020,93
Andorra X 04/13/2020,102
Andorra X 04/14/2020,115
Andorra X 04/15/2020,129
Andorra X 04/16/2020,141
Andorra X 04/17/2020,155
Andorra X 04/18/2020,168
Andorra X 04/19/2020,185
Andorra X 04/20/2020,199
Andorra X 04/21/2020,214
Andorra X 04/22/2020,233
Andorra X 04/23/2020,251
Andorra X 04/24/2020,271
Andorra X 04/25/2020,289
Andorra X 04/26/2020,312
Andorra X 04/27/2020,334
Andorra X 04/28/2020,357
Andorra X 04/29/2020,379
Andorra X 04/30/2020,403
Andorra X 05/01/2020,429
Andorra X 05/02/2020,454
Andorra X 05/03/2020,479
Andorra X 05/04/2020,508
Andorra X 05/05/2020,536
Andorra X 05/06/2020,567
Andorra X 05/07/2020,597
Andorra X 05/08/2020,630
Andorra X 05/09/2020,663
Andorra X 05/10/2020,697
Andorra X 05/11/2020,731
Andorra X 05/12/2020,766
Andorra X 05/13/2020,804
Andorra X 05/14/2020,840
Andorra X 05/15/2020,877
Andorra X 05/16/2020,918
Andorra X 05/17/2020,958
Andorra X 05/18/2020,1001
Andorra X 05/19/2020,1043
Andorra X 05/20/2020,1089
Andorra X 05/21/2020,1135
Andorra X 05/22/2020,1181
Andorra X 05/23/2020,1228
Andorra X 05/24/2020,1276
Andorra X 05/25/2020,1326
Andorra X 05/26/2020,1376
Andorra X 05/27/2020,1426
Andorra X 05/28/2020,1480
Andorra X 05/29/2020,1534
Andorra X 05/30/2020,1591
Andorra X 05/31/2020,1646
Andorra X 06/01/2020,1706
Andorra X 06/02/2020,1766
Andorra X 06/03/2020,1826
Andorra X 06/04/2020,1887
Andorra X 06/05/2020,1949
Andorra X 06/06/2020,2014
Andorra X 06/07/2020,2078
Angola X 03/06/2020,0
Angola X 03/07/2020,0
Angola X 03/08/2020,0
Angola X 03/09/2020,0
Angola X 03/10/2020,0
Angola X 03/11/2020,0
Angola X 03/12/2020,0
Angola X 03/13/2020,0
Angola X 03/14/2020,0
Angola X 03/15/2020,0
Angola X 03/16/2020,0
Angola X 03/17/2020,0
Angola X 03/18/2020,0
Angola X 03/19/2020,0
Angola X 03/20/2020,0
Angola X 03/21/2020,0
Angola X 03/22/2020,0
Angola X 03/23/2020,0
Angola X 03/24/2020,0
Angola X 03/25/2020,0
Angola X 03/26/2020,0
Angola X 03/27/2020,0
Angola X 03/28/2020,0
Angola X 03/29/2020,2
Angola X 03/30/2020,2
Angola X 03/31/2020,2
Angola X 04/01/2020,2
Angola X 04/02/2020,0
Angola X 04/03/2020,0
Angola X 04/04/2020,0
Angola X 04/05/2020,0
Angola X 04/06/2020,0
Angola X 04/07/2020,0
Angola X 04/08/2020,0
Angola X 04/09/2020,0
Angola X 04/10/2020,0
Angola X 04/11/2020,0
Angola X 04/12/2020,0
Angola X 04/13/2020,0
Angola X 04/14/2020,0
Angola X 04/15/2020,0
Angola X 04/16/2020,0
Angola X 04/17/2020,0
Angola X 04/18/2020,0
Angola X 04/19/2020,0
Angola X 04/20/2020,0
Angola X 04/21/2020,0
Angola X 04/22/2020,0
Angola X 04/23/2020,0
Angola X 04/24/2020,0
Angola X 04/25/2020,0
Angola X 04/26/2020,0
Angola X 04/27/2020,0
Angola X 04/28/2020,0
Angola X 04/29/2020,0
Angola X 04/30/2020,0
Angola X 05/01/2020,0
Angola X 05/02/2020,0
Angola X 05/03/2020,0
Angola X 05/04/2020,0
Angola X 05/05/2020,0
Angola X 05/06/2020,0
Angola X 05/07/2020,0
Angola X 05/08/2020,0
Angola X 05/09/2020,0
Angola X 05/10/2020,0
Angola X 05/11/2020,0
Angola X 05/12/2020,0
Angola X 05/13/2020,0
Angola X 05/14/2020,0
Angola X 05/15/2020,0
Angola X 05/16/2020,0
Angola X 05/17/2020,0
Angola X 05/18/2020,0
Angola X 05/19/2020,0
Angola X 05/20/2020,0
Angola X 05/21/2020,0
Angola X 05/22/2020,0
Angola X 05/23/2020,0
Angola X 05/24/2020,0
Angola X 05/25/2020,0
Angola X 05/26/2020,0
Angola X 05/27/2020,0
Angola X 05/28/2020,0
Angola X 05/29/2020,0
Angola X 05/30/2020,0
Angola X 05/31/2020,0
Angola X 06/01/2020,0
Angola X 06/02/2020,0
Angola X 06/03/2020,0
Angola X 06/04/2020,0
Angola X 06/05/2020,0
Angola X 06/06/2020,0
Angola X 06/07/2020,0
Antigua and Barbuda X 03/06/2020,0
Antigua and Barbuda X 03/07/2020,0
Antigua and Barbuda X 03/08/2020,0
Antigua and Barbuda X 03/09/2020,0
Antigua and Barbuda X 03/10/2020,0
Antigua and Barbuda X 03/11/2020,0
Antigua and Barbuda X 03/12/2020,0
Antigua and Barbuda X 03/13/2020,0
Antigua and Barbuda X 03/14/2020,0
Antigua and Barbuda X 03/15/2020,0
Antigua and Barbuda X 03/16/2020,0
Antigua and Barbuda X 03/17/2020,0
Antigua and Barbuda X 03/18/2020,0
Antigua and Barbuda X 03/19/2020,0
Antigua and Barbuda X 03/20/2020,0
Antigua and Barbuda X 03/21/2020,0
Antigua and Barbuda X 03/22/2020,0
Antigua and Barbuda X 03/23/2020,0
Antigua and Barbuda X 03/24/2020,0
Antigua and Barbuda X 03/25/2020,0
Antigua and Barbuda X 03/26/2020,0
Antigua and Barbuda X 03/27/2020,0
Antigua and Barbuda X 03/28/2020,0
Antigua and Barbuda X 03/29/2020,0
Antigua and Barbuda X 03/30/2020,0
Antigua and Barbuda X 03/31/2020,0
Antigua and Barbuda X 04/01/2020,0
Antigua and Barbuda X 04/02/2020,1
Antigua and Barbuda X 04/03/2020,1
Antigua and Barbuda X 04/04/2020,1
Antigua and Barbuda X 04/05/2020,1
Antigua and Barbuda X 04/06/2020,1
Antigua and Barbuda X 04/07/2020,1
Antigua and Barbuda X 04/08/2020,1
Antigua and Barbuda X 04/09/2020,1
Antigua and Barbuda X 04/10/2020,1
Antigua and Barbuda X 04/11/2020,1
Antigua and Barbuda X 04/12/2020,1
Antigua and Barbuda X 04/13/2020,1
Antigua and Barbuda X 04/14/2020,1
Antigua and Barbuda X 04/15/2020,1
Antigua and Barbuda X 04/16/2020,1
Antigua and Barbuda X 04/17/2020,1
Antigua and Barbuda X 04/18/2020,1
Antigua and Barbuda X 04/19/2020,1
Antigua and Barbuda X 04/20/2020,1
Antigua and Barbuda X 04/21/2020,1
Antigua and Barbuda X 04/22/2020,1
Antigua and Barbuda X 04/23/2020,1
Antigua and Barbuda X 04/24/2020,1
Antigua and Barbuda X 04/25/2020,1
Antigua and Barbuda X 04/26/2020,1
Antigua and Barbuda X 04/27/2020,1
Antigua and Barbuda X 04/28/2020,1
Antigua and Barbuda X 04/29/2020,1
Antigua and Barbuda X 04/30/2020,1
Antigua and Barbuda X 05/01/2020,1
Antigua and Barbuda X 05/02/2020,1
Antigua and Barbuda X 05/03/2020,1
Antigua and Barbuda X 05/04/2020,1
Antigua and Barbuda X 05/05/2020,1
Antigua and Barbuda X 05/06/2020,1
Antigua and Barbuda X 05/07/2020,1
Antigua and Barbuda X 05/08/2020,1
Antigua and Barbuda X 05/09/2020,1
Antigua and Barbuda X 05/10/2020,1
Antigua and Barbuda X 05/11/2020,1
Antigua and Barbuda X 05/12/2020,1
Antigua and Barbuda X 05/13/2020,1
Antigua and Barbuda X 05/14/2020,1
Antigua and Barbuda X 05/15/2020,1
Antigua and Barbuda X 05/16/2020,1
Antigua and Barbuda X 05/17/2020,1
Antigua and Barbuda X 05/18/2020,1
Antigua and Barbuda X 05/19/2020,1
Antigua and Barbuda X 05/20/2020,1
Antigua and Barbuda X 05/21/2020,1
Antigua and Barbuda X 05/22/2020,1
Antigua and Barbuda X 05/23/2020,1
Antigua and Barbuda X 05/24/2020,1
Antigua and Barbuda X 05/25/2020,1
Antigua and Barbuda X 05/26/2020,1
Antigua and Barbuda X 05/27/2020,1
Antigua and Barbuda X 05/28/2020,1
Antigua and Barbuda X 05/29/2020,1
Antigua and Barbuda X 05/30/2020,1
Antigua and Barbuda X 05/31/2020,1
Antigua and Barbuda X 06/01/2020,1
Antigua and Barbuda X 06/02/2020,1
Antigua and Barbuda X 06/03/2020,1
Antigua and Barbuda X 06/04/2020,1
Antigua and Barbuda X 06/05/2020,1
Antigua and Barbuda X 06/06/2020,1
Antigua and Barbuda X 06/07/2020,1
Argentina X 03/06/2020,0
Argentina X 03/07/2020,0
Argentina X 03/08/2020,1
Argentina X 03/09/2020,1
Argentina X 03/10/2020,1
Argentina X 03/11/2020,1
Argentina X 03/12/2020,1
Argentina X 03/13/2020,2
Argentina X 03/14/2020,2
Argentina X 03/15/2020,2
Argentina X 03/16/2020,2
Argentina X 03/17/2020,2
Argentina X 03/18/2020,2
Argentina X 03/19/2020,3
Argentina X 03/20/2020,3
Argentina X 03/21/2020,4
Argentina X 03/22/2020,4
Argentina X 03/23/2020,4
Argentina X 03/24/2020,6
Argentina X 03/25/2020,8
Argentina X 03/26/2020,9
Argentina X 03/27/2020,13
Argentina X 03/28/2020,18
Argentina X 03/29/2020,19
Argentina X 03/30/2020,23
Argentina X 03/31/2020,27
Argentina X 04/01/2020,28
Argentina X 04/02/2020,33
Argentina X 04/03/2020,38
Argentina X 04/04/2020,40
Argentina X 04/05/2020,46
Argentina X 04/06/2020,52
Argentina X 04/07/2020,55
Argentina X 04/08/2020,61
Argentina X 04/09/2020,69
Argentina X 04/10/2020,73
Argentina X 04/11/2020,80
Argentina X 04/12/2020,88
Argentina X 04/13/2020,92
Argentina X 04/14/2020,100
Argentina X 04/15/2020,108
Argentina X 04/16/2020,113
Argentina X 04/17/2020,122
Argentina X 04/18/2020,132
Argentina X 04/19/2020,138
Argentina X 04/20/2020,148
Argentina X 04/21/2020,159
Argentina X 04/22/2020,165
Argentina X 04/23/2020,176
Argentina X 04/24/2020,187
Argentina X 04/25/2020,195
Argentina X 04/26/2020,206
Argentina X 04/27/2020,218
Argentina X 04/28/2020,227
Argentina X 04/29/2020,239
Argentina X 04/30/2020,253
Argentina X 05/01/2020,262
Argentina X 05/02/2020,275
Argentina X 05/03/2020,290
Argentina X 05/04/2020,301
Argentina X 05/05/2020,315
Argentina X 05/06/2020,330
Argentina X 05/07/2020,341
Argentina X 05/08/2020,357
Argentina X 05/09/2020,373
Argentina X 05/10/2020,385
Argentina X 05/11/2020,401
Argentina X 05/12/2020,419
Argentina X 05/13/2020,432
Argentina X 05/14/2020,450
Argentina X 05/15/2020,469
Argentina X 05/16/2020,483
Argentina X 05/17/2020,501
Argentina X 05/18/2020,521
Argentina X 05/19/2020,536
Argentina X 05/20/2020,556
Argentina X 05/21/2020,576
Argentina X 05/22/2020,593
Argentina X 05/23/2020,613
Argentina X 05/24/2020,636
Argentina X 05/25/2020,653
Argentina X 05/26/2020,675
Argentina X 05/27/2020,699
Argentina X 05/28/2020,717
Argentina X 05/29/2020,741
Argentina X 05/30/2020,765
Argentina X 05/31/2020,785
Argentina X 06/01/2020,809
Argentina X 06/02/2020,835
Argentina X 06/03/2020,855
Argentina X 06/04/2020,881
Argentina X 06/05/2020,908
Argentina X 06/06/2020,930
Argentina X 06/07/2020,957
Armenia X 03/06/2020,0
Armenia X 03/07/2020,0
Armenia X 03/08/2020,0
Armenia X 03/09/2020,0
Armenia X 03/10/2020,0
Armenia X 03/11/2020,0
Armenia X 03/12/2020,0
Armenia X 03/13/2020,0
Armenia X 03/14/2020,0
Armenia X 03/15/2020,0
Armenia X 03/16/2020,0
Armenia X 03/17/2020,0
Armenia X 03/18/2020,0
Armenia X 03/19/2020,0
Armenia X 03/20/2020,0
Armenia X 03/21/2020,0
Armenia X 03/22/2020,0
Armenia X 03/23/2020,0
Armenia X 03/24/2020,0
Armenia X 03/25/2020,0
Armenia X 03/26/2020,1
Armenia X 03/27/2020,1
Armenia X 03/28/2020,1
Armenia X 03/29/2020,3
Armenia X 03/30/2020,3
Armenia X 03/31/2020,3
Armenia X 04/01/2020,4
Armenia X 04/02/2020,5
Armenia X 04/03/2020,5
Armenia X 04/04/2020,6
Armenia X 04/05/2020,7
Armenia X 04/06/2020,8
Armenia X 04/07/2020,10
Armenia X 04/08/2020,10
Armenia X 04/09/2020,11
Armenia X 04/10/2020,14
Armenia X 04/11/2020,15
Armenia X 04/12/2020,16
Armenia X 04/13/2020,18
Armenia X 04/14/2020,19
Armenia X 04/15/2020,20
Armenia X 04/16/2020,22
Armenia X 04/17/2020,24
Armenia X 04/18/2020,25
Armenia X 04/19/2020,29
Armenia X 04/20/2020,31
Armenia X 04/21/2020,32
Armenia X 04/22/2020,37
Armenia X 04/23/2020,39
Armenia X 04/24/2020,41
Armenia X 04/25/2020,44
Armenia X 04/26/2020,46
Armenia X 04/27/2020,49
Armenia X 04/28/2020,52
Armenia X 04/29/2020,55
Armenia X 04/30/2020,58
Armenia X 05/01/2020,62
Armenia X 05/02/2020,65
Armenia X 05/03/2020,69
Armenia X 05/04/2020,74
Armenia X 05/05/2020,78
Armenia X 05/06/2020,81
Armenia X 05/07/2020,86
Armenia X 05/08/2020,90
Armenia X 05/09/2020,94
Armenia X 05/10/2020,99
Armenia X 05/11/2020,103
Armenia X 05/12/2020,107
Armenia X 05/13/2020,113
Armenia X 05/14/2020,118
Armenia X 05/15/2020,122
Armenia X 05/16/2020,130
Armenia X 05/17/2020,135
Armenia X 05/18/2020,140
Armenia X 05/19/2020,146
Armenia X 05/20/2020,152
Armenia X 05/21/2020,157
Armenia X 05/22/2020,164
Armenia X 05/23/2020,170
Armenia X 05/24/2020,176
Armenia X 05/25/2020,184
Armenia X 05/26/2020,190
Armenia X 05/27/2020,196
Armenia X 05/28/2020,206
Armenia X 05/29/2020,212
Armenia X 05/30/2020,219
Armenia X 05/31/2020,227
Armenia X 06/01/2020,235
Armenia X 06/02/2020,242
Armenia X 06/03/2020,251
Armenia X 06/04/2020,258
Armenia X 06/05/2020,266
Armenia X 06/06/2020,276
Armenia X 06/07/2020,284
Aruba X 03/06/2020,0
Aruba X 03/07/2020,0
Aruba X 03/08/2020,0
Aruba X 03/09/2020,0
Aruba X 03/10/2020,0
Aruba X 03/11/2020,0
Aruba X 03/12/2020,0
Aruba X 03/13/2020,0
Aruba X 03/14/2020,0
Aruba X 03/15/2020,0
Aruba X 03/16/2020,0
Aruba X 03/17/2020,0
Aruba X 03/18/2020,0
Aruba X 03/19/2020,0
Aruba X 03/20/2020,0
Aruba X 03/21/2020,0
Aruba X 03/22/2020,0
Aruba X 03/23/2020,0
Aruba X 03/24/2020,0
Aruba X 03/25/2020,0
Aruba X 03/26/2020,0
Aruba X 03/27/2020,0
Aruba X 03/28/2020,0
Aruba X 03/29/2020,0
Aruba X 03/30/2020,0
Aruba X 03/31/2020,0
Aruba X 04/01/2020,0
Aruba X 04/02/2020,1
Aruba X 04/03/2020,1
Aruba X 04/04/2020,1
Aruba X 04/05/2020,1
Aruba X 04/06/2020,1
Aruba X 04/07/2020,1
Aruba X 04/08/2020,1
Aruba X 04/09/2020,1
Aruba X 04/10/2020,1
Aruba X 04/11/2020,1
Aruba X 04/12/2020,1
Aruba X 04/13/2020,1
Aruba X 04/14/2020,1
Aruba X 04/15/2020,1
Aruba X 04/16/2020,1
Aruba X 04/17/2020,1
Aruba X 04/18/2020,1
Aruba X 04/19/2020,1
Aruba X 04/20/2020,1
Aruba X 04/21/2020,1
Aruba X 04/22/2020,1
Aruba X 04/23/2020,1
Aruba X 04/24/2020,1
Aruba X 04/25/2020,1
Aruba X 04/26/2020,1
Aruba X 04/27/2020,1
Aruba X 04/28/2020,1
Aruba X 04/29/2020,1
Aruba X 04/30/2020,1
Aruba X 05/01/2020,1
Aruba X 05/02/2020,1
Aruba X 05/03/2020,1
Aruba X 05/04/2020,1
Aruba X 05/05/2020,1
Aruba X 05/06/2020,1
Aruba X 05/07/2020,1
Aruba X 05/08/2020,1
Aruba X 05/09/2020,1
Aruba X 05/10/2020,1
Aruba X 05/11/2020,1
Aruba X 05/12/2020,1
Aruba X 05/13/2020,1
Aruba X 05/14/2020,1
Aruba X 05/15/2020,1
Aruba X 05/16/2020,1
Aruba X 05/17/2020,1
Aruba X 05/18/2020,1
Aruba X 05/19/2020,1
Aruba X 05/20/2020,1
Aruba X 05/21/2020,1
Aruba X 05/22/2020,1
Aruba X 05/23/2020,1
Aruba X 05/24/2020,1
Aruba X 05/25/2020,1
Aruba X 05/26/2020,1
Aruba X 05/27/2020,1
Aruba X 05/28/2020,1
Aruba X 05/29/2020,1
Aruba X 05/30/2020,1
Aruba X 05/31/2020,1
Aruba X 06/01/2020,1
Aruba X 06/02/2020,1
Aruba X 06/03/2020,1
Aruba X 06/04/2020,1
Aruba X 06/05/2020,1
Aruba X 06/06/2020,1
Aruba X 06/07/2020,1
Australia X 03/06/2020,2
Australia X 03/07/2020,2
Australia X 03/08/2020,3
Australia X 03/09/2020,3
Australia X 03/10/2020,3
Australia X 03/11/2020,3
Australia X 03/12/2020,3
Australia X 03/13/2020,3
Australia X 03/14/2020,3
Australia X 03/15/2020,3
Australia X 03/16/2020,3
Australia X 03/17/2020,5
Australia X 03/18/2020,6
Australia X 03/19/2020,6
Australia X 03/20/2020,7
Australia X 03/21/2020,7
Australia X 03/22/2020,7
Australia X 03/23/2020,7
Australia X 03/24/2020,8
Australia X 03/25/2020,8
Australia X 03/26/2020,13
Australia X 03/27/2020,13
Australia X 03/28/2020,14
Australia X 03/29/2020,16
Australia X 03/30/2020,17
Australia X 03/31/2020,18
Australia X 04/01/2020,20
Australia X 04/02/2020,22
Australia X 04/03/2020,23
Australia X 04/04/2020,24
Australia X 04/05/2020,25
Australia X 04/06/2020,26
Australia X 04/07/2020,30
Australia X 04/08/2020,31
Australia X 04/09/2020,32
Australia X 04/10/2020,34
Australia X 04/11/2020,36
Australia X 04/12/2020,37
Australia X 04/13/2020,39
Australia X 04/14/2020,40
Australia X 04/15/2020,41
Australia X 04/16/2020,42
Australia X 04/17/2020,44
Australia X 04/18/2020,45
Australia X 04/19/2020,49
Australia X 04/20/2020,50
Australia X 04/21/2020,52
