Territory X Date,Target
Central African Republic (the) X 04/07/2020,0
Central African Republic (the) X 04/08/2020,0
Chad X 04/02/2020,0
Chad X 04/03/2020,0
Chad X 04/04/2020,0
Chad X 04/05/2020,0
Chad X 04/06/2020,0
Chad X 04/07/2020,0
Chad X 04/08/2020,0
Chile X 04/02/2020,20
Chile X 04/03/2020,23
Chile X 04/04/2020,27
Chile X 04/05/2020,30
Chile X 04/06/2020,33
Chile X 04/07/2020,36
Chile X 04/08/2020,39
China X 04/02/2020,3250
China X 04/03/2020,3204
China X 04/04/2020,3134
China X 04/05/2020,3060
China X 04/06/2020,2980
China X 04/07/2020,2892
China X 04/08/2020,2797
Colombia X 04/02/2020,19
Colombia X 04/03/2020,23
Colombia X 04/04/2020,27
Colombia X 04/05/2020,30
Colombia X 04/06/2020,34
Colombia X 04/07/2020,38
Colombia X 04/08/2020,41
Comoros (the) X 04/02/2020,0
Comoros (the) X 04/03/2020,0
Comoros (the) X 04/04/2020,0
Comoros (the) X 04/05/2020,0
Comoros (the) X 04/06/2020,0
Comoros (the) X 04/07/2020,0
Comoros (the) X 04/08/2020,0
Congo (the) X 04/02/2020,0
Congo (the) X 04/03/2020,0
Congo (the) X 04/04/2020,0
Congo (the) X 04/05/2020,0
Congo (the) X 04/06/2020,0
Congo (the) X 04/07/2020,0
Congo (the) X 04/08/2020,0
Costa Rica X 04/02/2020,2
Costa Rica X 04/03/2020,2
Costa Rica X 04/04/2020,1
Costa Rica X 04/05/2020,1
Costa Rica X 04/06/2020,0
Costa Rica X 04/07/2020,0
Costa Rica X 04/08/2020,0
Croatia X 04/02/2020,6
Croatia X 04/03/2020,6
Croatia X 04/04/2020,6
Croatia X 04/05/2020,5
Croatia X 04/06/2020,5
Croatia X 04/07/2020,6
Croatia X 04/08/2020,6
Cuba X 04/02/2020,7
Cuba X 04/03/2020,7
Cuba X 04/04/2020,8
Cuba X 04/05/2020,8
Cuba X 04/06/2020,8
Cuba X 04/07/2020,10
Cuba X 04/08/2020,10
Curacao X 04/02/2020,1
Curacao X 04/03/2020,1
Curacao X 04/04/2020,1
Curacao X 04/05/2020,1
Curacao X 04/06/2020,1
Curacao X 04/07/2020,1
Curacao X 04/08/2020,1
Cyprus X 04/02/2020,11
Cyprus X 04/03/2020,12
Cyprus X 04/04/2020,13
Cyprus X 04/05/2020,17
Cyprus X 04/06/2020,17
Cyprus X 04/07/2020,18
Cyprus X 04/08/2020,21
Czechia X 04/02/2020,46
Czechia X 04/03/2020,53
Czechia X 04/04/2020,59
Czechia X 04/05/2020,67
Czechia X 04/06/2020,75
Czechia X 04/07/2020,83
Czechia X 04/08/2020,88
Côte d'Ivoire X 04/02/2020,0
Côte d'Ivoire X 04/03/2020,0
Côte d'Ivoire X 04/04/2020,0
Côte d'Ivoire X 04/05/2020,0
Côte d'Ivoire X 04/06/2020,0
Côte d'Ivoire X 04/07/2020,0
Côte d'Ivoire X 04/08/2020,0
Democratic People's Republic of Korea (the) X 04/02/2020,169
Democratic People's Republic of Korea (the) X 04/03/2020,173
Democratic People's Republic of Korea (the) X 04/04/2020,176
Democratic People's Republic of Korea (the) X 04/05/2020,182
Democratic People's Republic of Korea (the) X 04/06/2020,186
Democratic People's Republic of Korea (the) X 04/07/2020,192
Democratic People's Republic of Korea (the) X 04/08/2020,196
Democratic Republic of the Congo (the) X 04/02/2020,10
Democratic Republic of the Congo (the) X 04/03/2020,11
Democratic Republic of the Congo (the) X 04/04/2020,11
Democratic Republic of the Congo (the) X 04/05/2020,13
Democratic Republic of the Congo (the) X 04/06/2020,13
Democratic Republic of the Congo (the) X 04/07/2020,15
Democratic Republic of the Congo (the) X 04/08/2020,15
Denmark X 04/02/2020,114
Denmark X 04/03/2020,119
Denmark X 04/04/2020,138
Denmark X 04/05/2020,155
Denmark X 04/06/2020,164
Denmark X 04/07/2020,176
Denmark X 04/08/2020,194
Djibouti X 04/02/2020,0
Djibouti X 04/03/2020,0
Djibouti X 04/04/2020,0
Djibouti X 04/05/2020,0
Djibouti X 04/06/2020,0
Djibouti X 04/07/2020,0
Djibouti X 04/08/2020,0
Dominica X 04/02/2020,0
Dominica X 04/03/2020,0
Dominica X 04/04/2020,0
Dominica X 04/05/2020,0
Dominica X 04/06/2020,0
Dominica X 04/07/2020,0
Dominica X 04/08/2020,0
Dominican Republic (the) X 04/02/2020,62
Dominican Republic (the) X 04/03/2020,67
Dominican Republic (the) X 04/04/2020,72
Dominican Republic (the) X 04/05/2020,79
Dominican Republic (the) X 04/06/2020,86
Dominican Republic (the) X 04/07/2020,90
Dominican Republic (the) X 04/08/2020,103
Ecuador X 04/02/2020,103
Ecuador X 04/03/2020,120
Ecuador X 04/04/2020,136
Ecuador X 04/05/2020,158
Ecuador X 04/06/2020,173
Ecuador X 04/07/2020,194
Ecuador X 04/08/2020,210
Egypt X 04/02/2020,58
Egypt X 04/03/2020,65
Egypt X 04/04/2020,70
Egypt X 04/05/2020,73
Egypt X 04/06/2020,78
Egypt X 04/07/2020,84
Egypt X 04/08/2020,92
El Salvador X 04/02/2020,0
El Salvador X 04/03/2020,0
El Salvador X 04/04/2020,0
El Salvador X 04/05/2020,0
El Salvador X 04/06/2020,0
El Salvador X 04/07/2020,0
El Salvador X 04/08/2020,0
Equatorial Guinea X 04/02/2020,0
Equatorial Guinea X 04/03/2020,0
Equatorial Guinea X 04/04/2020,0
Equatorial Guinea X 04/05/2020,0
Equatorial Guinea X 04/06/2020,0
Equatorial Guinea X 04/07/2020,0
Equatorial Guinea X 04/08/2020,0
Eritrea X 04/02/2020,0
Eritrea X 04/03/2020,0
Eritrea X 04/04/2020,0
Eritrea X 04/05/2020,0
Eritrea X 04/06/2020,0
Eritrea X 04/07/2020,0
Eritrea X 04/08/2020,0
Estonia X 04/02/2020,7
Estonia X 04/03/2020,6
Estonia X 04/04/2020,8
Estonia X 04/05/2020,9
Estonia X 04/06/2020,11
Estonia X 04/07/2020,10
Estonia X 04/08/2020,12
Eswatini X 04/02/2020,0
Eswatini X 04/03/2020,0
Eswatini X 04/04/2020,0
Eswatini X 04/05/2020,0
Eswatini X 04/06/2020,0
Eswatini X 04/07/2020,0
Eswatini X 04/08/2020,0
Ethiopia X 04/02/2020,0
Ethiopia X 04/03/2020,0
Ethiopia X 04/04/2020,0
Ethiopia X 04/05/2020,0
Ethiopia X 04/06/2020,0
Ethiopia X 04/07/2020,0
Ethiopia X 04/08/2020,0
Faroe Islands X 04/02/2020,0
Faroe Islands X 04/03/2020,0
Faroe Islands X 04/04/2020,0
Faroe Islands X 04/05/2020,0
Faroe Islands X 04/06/2020,0
Faroe Islands X 04/07/2020,0
Faroe Islands X 04/08/2020,0
Fiji X 04/02/2020,0
Fiji X 04/03/2020,0
Fiji X 04/04/2020,0
Fiji X 04/05/2020,0
Fiji X 04/06/2020,0
Fiji X 04/07/2020,0
Fiji X 04/08/2020,0
Finland X 04/02/2020,20
Finland X 04/03/2020,22
Finland X 04/04/2020,23
Finland X 04/05/2020,24
Finland X 04/06/2020,28
Finland X 04/07/2020,31
Finland X 04/08/2020,34
France X 04/02/2020,4439
France X 04/03/2020,4904
France X 04/04/2020,5449
France X 04/05/2020,6037
France X 04/06/2020,6601
France X 04/07/2020,7285
France X 04/08/2020,7891
French Guiana X 04/02/2020,0
French Guiana X 04/03/2020,0
French Guiana X 04/04/2020,0
French Guiana X 04/05/2020,0
French Guiana X 04/06/2020,0
French Guiana X 04/07/2020,0
French Guiana X 04/08/2020,0
French Polynesia X 04/02/2020,0
French Polynesia X 04/03/2020,0
French Polynesia X 04/04/2020,0
French Polynesia X 04/05/2020,0
French Polynesia X 04/06/2020,0
French Polynesia X 04/07/2020,0
French Polynesia X 04/08/2020,0
Gabon X 04/02/2020,1
Gabon X 04/03/2020,1
Gabon X 04/04/2020,1
Gabon X 04/05/2020,1
Gabon X 04/06/2020,1
Gabon X 04/07/2020,1
Gabon X 04/08/2020,1
Gambia (the) X 04/02/2020,1
Gambia (the) X 04/03/2020,1
Gambia (the) X 04/04/2020,2
Gambia (the) X 04/05/2020,2
Gambia (the) X 04/06/2020,2
Gambia (the) X 04/07/2020,2
Gambia (the) X 04/08/2020,2
Georgia X 04/02/2020,0
Georgia X 04/03/2020,0
Georgia X 04/04/2020,0
Georgia X 04/05/2020,0
Georgia X 04/06/2020,0
Georgia X 04/07/2020,0
Georgia X 04/08/2020,0
Germany X 04/02/2020,1060
Germany X 04/03/2020,1197
Germany X 04/04/2020,1356
Germany X 04/05/2020,1523
Germany X 04/06/2020,1708
Germany X 04/07/2020,1908
Germany X 04/08/2020,2123
Ghana X 04/02/2020,6
Ghana X 04/03/2020,6
Ghana X 04/04/2020,7
Ghana X 04/05/2020,6
Ghana X 04/06/2020,8
Ghana X 04/07/2020,7
Ghana X 04/08/2020,6
Greece X 04/02/2020,59
Greece X 04/03/2020,63
Greece X 04/04/2020,67
Greece X 04/05/2020,72
Greece X 04/06/2020,77
Greece X 04/07/2020,83
Greece X 04/08/2020,88
Greenland X 04/02/2020,0
Greenland X 04/03/2020,0
Greenland X 04/04/2020,0
Greenland X 04/05/2020,0
Greenland X 04/06/2020,0
Greenland X 04/07/2020,0
Greenland X 04/08/2020,0
Grenada X 04/02/2020,0
Grenada X 04/03/2020,0
Grenada X 04/04/2020,0
Grenada X 04/05/2020,0
Grenada X 04/06/2020,0
Grenada X 04/07/2020,0
Grenada X 04/08/2020,0
Guadeloupe X 04/02/2020,7
Guadeloupe X 04/03/2020,8
Guadeloupe X 04/04/2020,9
Guadeloupe X 04/05/2020,10
Guadeloupe X 04/06/2020,10
Guadeloupe X 04/07/2020,10
Guadeloupe X 04/08/2020,11
Guatemala X 04/02/2020,1
Guatemala X 04/03/2020,1
Guatemala X 04/04/2020,1
Guatemala X 04/05/2020,1
Guatemala X 04/06/2020,1
Guatemala X 04/07/2020,1
Guatemala X 04/08/2020,1
Guinea X 04/02/2020,0
Guinea X 04/03/2020,0
Guinea X 04/04/2020,0
Guinea X 04/05/2020,0
Guinea X 04/06/2020,0
Guinea X 04/07/2020,0
Guinea X 04/08/2020,0
Guinea-Bissau X 04/02/2020,0
Guinea-Bissau X 04/03/2020,0
Guinea-Bissau X 04/04/2020,0
Guinea-Bissau X 04/05/2020,0
Guinea-Bissau X 04/06/2020,0
Guinea-Bissau X 04/07/2020,0
Guinea-Bissau X 04/08/2020,0
Guyana X 04/02/2020,2
Guyana X 04/03/2020,2
Guyana X 04/04/2020,2
Guyana X 04/05/2020,2
Guyana X 04/06/2020,2
Guyana X 04/07/2020,2
Guyana X 04/08/2020,2
Haiti X 04/02/2020,0
Haiti X 04/03/2020,0
Haiti X 04/04/2020,0
Haiti X 04/05/2020,0
Haiti X 04/06/2020,0
Haiti X 04/07/2020,0
Haiti X 04/08/2020,0
Honduras X 04/02/2020,13
Honduras X 04/03/2020,14
Honduras X 04/04/2020,16
Honduras X 04/05/2020,18
Honduras X 04/06/2020,19
Honduras X 04/07/2020,22
Honduras X 04/08/2020,24
Hungary X 04/02/2020,22
Hungary X 04/03/2020,25
Hungary X 04/04/2020,26
Hungary X 04/05/2020,29
Hungary X 04/06/2020,31
Hungary X 04/07/2020,31
Hungary X 04/08/2020,32
Iceland X 04/02/2020,1
Iceland X 04/03/2020,1
Iceland X 04/04/2020,2
Iceland X 04/05/2020,2
Iceland X 04/06/2020,2
Iceland X 04/07/2020,2
Iceland X 04/08/2020,3
India X 04/02/2020,46
India X 04/03/2020,57
India X 04/04/2020,67
India X 04/05/2020,74
India X 04/06/2020,83
India X 04/07/2020,97
India X 04/08/2020,104
Indonesia X 04/02/2020,167
Indonesia X 04/03/2020,180
Indonesia X 04/04/2020,192
Indonesia X 04/05/2020,206
Indonesia X 04/06/2020,220
Indonesia X 04/07/2020,237
Indonesia X 04/08/2020,253
Iran (Islamic Republic of) X 04/02/2020,3140
Iran (Islamic Republic of) X 04/03/2020,3242
Iran (Islamic Republic of) X 04/04/2020,3339
Iran (Islamic Republic of) X 04/05/2020,3431
Iran (Islamic Republic of) X 04/06/2020,3532
Iran (Islamic Republic of) X 04/07/2020,3640
Iran (Islamic Republic of) X 04/08/2020,3742
Iraq X 04/02/2020,53
Iraq X 04/03/2020,56
Iraq X 04/04/2020,59
Iraq X 04/05/2020,63
Iraq X 04/06/2020,67
Iraq X 04/07/2020,72
Iraq X 04/08/2020,77
Ireland X 04/02/2020,97
Ireland X 04/03/2020,116
Ireland X 04/04/2020,132
Ireland X 04/05/2020,149
Ireland X 04/06/2020,168
Ireland X 04/07/2020,193
Ireland X 04/08/2020,213
Israel X 04/02/2020,31
Israel X 04/03/2020,35
Israel X 04/04/2020,39
Israel X 04/05/2020,45
Israel X 04/06/2020,51
Israel X 04/07/2020,57
Israel X 04/08/2020,65
Italy X 04/02/2020,13913
Italy X 04/03/2020,14615
Italy X 04/04/2020,15241
Italy X 04/05/2020,15789
Italy X 04/06/2020,16477
Italy X 04/07/2020,17003
Italy X 04/08/2020,17685
Jamaica X 04/02/2020,1
Jamaica X 04/03/2020,3
Jamaica X 04/04/2020,1
Jamaica X 04/05/2020,2
Jamaica X 04/06/2020,1
Jamaica X 04/07/2020,2
Jamaica X 04/08/2020,1
Japan X 04/02/2020,60
Japan X 04/03/2020,62
Japan X 04/04/2020,65
Japan X 04/05/2020,66
Japan X 04/06/2020,68
Japan X 04/07/2020,70
Japan X 04/08/2020,70
Jordan X 04/02/2020,5
Jordan X 04/03/2020,4
Jordan X 04/04/2020,3
Jordan X 04/05/2020,3
Jordan X 04/06/2020,2
Jordan X 04/07/2020,2
Jordan X 04/08/2020,2
Kazakhstan X 04/02/2020,1
Kazakhstan X 04/03/2020,1
Kazakhstan X 04/04/2020,1
Kazakhstan X 04/05/2020,1
Kazakhstan X 04/06/2020,1
Kazakhstan X 04/07/2020,1
Kazakhstan X 04/08/2020,1
Kenya X 04/02/2020,1
Kenya X 04/03/2020,1
Kenya X 04/04/2020,1
Kenya X 04/05/2020,1
Kenya X 04/06/2020,1
Kenya X 04/07/2020,2
Kenya X 04/08/2020,2
Kiribati X 04/02/2020,0
Kiribati X 04/03/2020,0
Kiribati X 04/04/2020,0
Kiribati X 04/05/2020,0
Kiribati X 04/06/2020,0
Kiribati X 04/07/2020,0
Kiribati X 04/08/2020,0
Kuwait X 04/02/2020,0
Kuwait X 04/03/2020,0
Kuwait X 04/04/2020,0
Kuwait X 04/05/2020,0
Kuwait X 04/06/2020,0
Kuwait X 04/07/2020,0
Kuwait X 04/08/2020,0
Kyrgyzstan X 04/02/2020,0
Kyrgyzstan X 04/03/2020,0
Kyrgyzstan X 04/04/2020,0
Kyrgyzstan X 04/05/2020,0
Kyrgyzstan X 04/06/2020,0
Kyrgyzstan X 04/07/2020,0
Kyrgyzstan X 04/08/2020,0
Lao People's Democratic Republic (the) X 04/02/2020,0
Lao People's Democratic Republic (the) X 04/03/2020,0
Lao People's Democratic Republic (the) X 04/04/2020,0
Lao People's Democratic Republic (the) X 04/05/2020,0
Lao People's Democratic Republic (the) X 04/06/2020,0
Lao People's Democratic Republic (the) X 04/07/2020,0
Lao People's Democratic Republic (the) X 04/08/2020,0
Latvia X 04/02/2020,0
Latvia X 04/03/2020,0
Latvia X 04/04/2020,0
Latvia X 04/05/2020,0
Latvia X 04/06/2020,0
Latvia X 04/07/2020,0
Latvia X 04/08/2020,0
Lebanon X 04/02/2020,14
Lebanon X 04/03/2020,15
Lebanon X 04/04/2020,16
Lebanon X 04/05/2020,16
Lebanon X 04/06/2020,16
Lebanon X 04/07/2020,17
Lebanon X 04/08/2020,17
Lesotho X 04/02/2020,0
Lesotho X 04/03/2020,0
Lesotho X 04/04/2020,0
Lesotho X 04/05/2020,0
Lesotho X 04/06/2020,0
Lesotho X 04/07/2020,0
Lesotho X 04/08/2020,0
Liberia X 04/02/2020,0
Liberia X 04/03/2020,0
Liberia X 04/04/2020,0
Liberia X 04/05/2020,0
Liberia X 04/06/2020,0
Liberia X 04/07/2020,0
Liberia X 04/08/2020,0
Libya X 04/02/2020,0
Libya X 04/03/2020,0
Libya X 04/04/2020,0
Libya X 04/05/2020,0
Libya X 04/06/2020,0
Libya X 04/07/2020,0
Libya X 04/08/2020,0
Liechtenstein X 04/02/2020,0
Liechtenstein X 04/03/2020,0
Liechtenstein X 04/04/2020,0
Liechtenstein X 04/05/2020,0
Liechtenstein X 04/06/2020,0
Liechtenstein X 04/07/2020,0
Liechtenstein X 04/08/2020,0
Lithuania X 04/02/2020,8
Lithuania X 04/03/2020,7
Lithuania X 04/04/2020,6
Lithuania X 04/05/2020,6
Lithuania X 04/06/2020,6
Lithuania X 04/07/2020,5
Lithuania X 04/08/2020,4
Luxembourg X 04/02/2020,31
Luxembourg X 04/03/2020,32
Luxembourg X 04/04/2020,33
Luxembourg X 04/05/2020,34
Luxembourg X 04/06/2020,35
Luxembourg X 04/07/2020,36
Luxembourg X 04/08/2020,40
Madagascar X 04/02/2020,0
Madagascar X 04/03/2020,0
Madagascar X 04/04/2020,0
Madagascar X 04/05/2020,0
Madagascar X 04/06/2020,0
Madagascar X 04/07/2020,0
Madagascar X 04/08/2020,0
Malawi X 04/02/2020,0
Malawi X 04/03/2020,0
Malawi X 04/04/2020,0
Malawi X 04/05/2020,0
Malawi X 04/06/2020,0
Malawi X 04/07/2020,0
Malawi X 04/08/2020,0
Malaysia X 04/02/2020,50
Malaysia X 04/03/2020,57
Malaysia X 04/04/2020,64
Malaysia X 04/05/2020,68
Malaysia X 04/06/2020,75
Malaysia X 04/07/2020,79
Malaysia X 04/08/2020,85
Maldives X 04/02/2020,0
Maldives X 04/03/2020,0
Maldives X 04/04/2020,0
Maldives X 04/05/2020,0
Maldives X 04/06/2020,0
Maldives X 04/07/2020,0
Maldives X 04/08/2020,0
Mali X 04/02/2020,4
Mali X 04/03/2020,4
Mali X 04/04/2020,3
Mali X 04/05/2020,3
Mali X 04/06/2020,3
Mali X 04/07/2020,3
Mali X 04/08/2020,2
Malta X 04/02/2020,0
Malta X 04/03/2020,0
Malta X 04/04/2020,0
Malta X 04/05/2020,0
Malta X 04/06/2020,0
Malta X 04/07/2020,0
Malta X 04/08/2020,0
Marshall Islands (the) X 04/02/2020,0
Marshall Islands (the) X 04/03/2020,0
Marshall Islands (the) X 04/04/2020,0
Marshall Islands (the) X 04/05/2020,0
Marshall Islands (the) X 04/06/2020,0
Marshall Islands (the) X 04/07/2020,0
Marshall Islands (the) X 04/08/2020,0
Mauritania X 04/02/2020,0
Mauritania X 04/03/2020,0
Mauritania X 04/04/2020,0
Mauritania X 04/05/2020,0
Mauritania X 04/06/2020,0
Mauritania X 04/07/2020,0
Mauritania X 04/08/2020,0
Mauritius X 04/02/2020,9
Mauritius X 04/03/2020,10
Mauritius X 04/04/2020,11
Mauritius X 04/05/2020,12
Mauritius X 04/06/2020,13
Mauritius X 04/07/2020,14
Mauritius X 04/08/2020,14
Mayotte X 04/02/2020,0
Mayotte X 04/03/2020,0
Mayotte X 04/04/2020,0
Mayotte X 04/05/2020,0
Mayotte X 04/06/2020,0
Mayotte X 04/07/2020,0
Mayotte X 04/08/2020,0
Mexico X 04/02/2020,36
Mexico X 04/03/2020,37
Mexico X 04/04/2020,42
Mexico X 04/05/2020,44
Mexico X 04/06/2020,50
Mexico X 04/07/2020,52
Mexico X 04/08/2020,58
Micronesia (Federated States of) X 04/02/2020,0
Micronesia (Federated States of) X 04/03/2020,0
Micronesia (Federated States of) X 04/04/2020,0
Micronesia (Federated States of) X 04/05/2020,0
Micronesia (Federated States of) X 04/06/2020,0
