Territory X Date,Target
Afghanistan X 05/14/2020,33
Afghanistan X 05/15/2020,34
Afghanistan X 05/16/2020,35
Afghanistan X 05/17/2020,36
Afghanistan X 05/18/2020,37
Afghanistan X 05/19/2020,38
Afghanistan X 05/20/2020,39
Afghanistan X 05/21/2020,41
Afghanistan X 05/22/2020,42
Afghanistan X 05/23/2020,43
Afghanistan X 05/24/2020,45
Afghanistan X 05/25/2020,48
Afghanistan X 05/26/2020,49
Afghanistan X 05/27/2020,51
Afghanistan X 05/28/2020,52
Afghanistan X 05/29/2020,53
Afghanistan X 05/30/2020,55
Afghanistan X 05/31/2020,56
Afghanistan X 06/01/2020,57
Afghanistan X 06/02/2020,60
Afghanistan X 06/03/2020,61
Afghanistan X 06/04/2020,63
Afghanistan X 06/05/2020,65
Afghanistan X 06/06/2020,69
Afghanistan X 06/07/2020,70
Albania X 03/06/2020,0
Albania X 03/07/2020,0
Albania X 03/08/2020,0
Albania X 03/09/2020,0
Albania X 03/10/2020,0
Albania X 03/11/2020,1
Albania X 03/12/2020,1
Albania X 03/13/2020,1
Albania X 03/14/2020,1
Albania X 03/15/2020,1
Albania X 03/16/2020,1
Albania X 03/17/2020,1
Albania X 03/18/2020,2
Albania X 03/19/2020,2
Albania X 03/20/2020,2
Albania X 03/21/2020,2
Albania X 03/22/2020,2
Albania X 03/23/2020,4
Albania X 03/24/2020,5
Albania X 03/25/2020,5
Albania X 03/26/2020,6
Albania X 03/27/2020,8
Albania X 03/28/2020,10
Albania X 03/29/2020,10
Albania X 03/30/2020,11
Albania X 03/31/2020,15
Albania X 04/01/2020,15
Albania X 04/02/2020,15
Albania X 04/03/2020,18
Albania X 04/04/2020,20
Albania X 04/05/2020,21
Albania X 04/06/2020,22
Albania X 04/07/2020,23
Albania X 04/08/2020,25
Albania X 04/09/2020,27
Albania X 04/10/2020,27
Albania X 04/11/2020,29
Albania X 04/12/2020,32
Albania X 04/13/2020,32
Albania X 04/14/2020,33
Albania X 04/15/2020,34
Albania X 04/16/2020,36
Albania X 04/17/2020,38
Albania X 04/18/2020,38
Albania X 04/19/2020,40
Albania X 04/20/2020,42
Albania X 04/21/2020,43
Albania X 04/22/2020,44
Albania X 04/23/2020,45
Albania X 04/24/2020,48
Albania X 04/25/2020,48
Albania X 04/26/2020,49
Albania X 04/27/2020,51
Albania X 04/28/2020,53
Albania X 04/29/2020,54
Albania X 04/30/2020,55
Albania X 05/01/2020,56
Albania X 05/02/2020,58
Albania X 05/03/2020,60
Albania X 05/04/2020,60
Albania X 05/05/2020,62
Albania X 05/06/2020,65
Albania X 05/07/2020,65
Albania X 05/08/2020,66
Albania X 05/09/2020,68
Albania X 05/10/2020,70
Albania X 05/11/2020,71
Albania X 05/12/2020,72
Albania X 05/13/2020,73
Albania X 05/14/2020,75
Albania X 05/15/2020,77
Albania X 05/16/2020,77
Albania X 05/17/2020,79
Albania X 05/18/2020,82
Albania X 05/19/2020,82
Albania X 05/20/2020,83
Albania X 05/21/2020,85
Albania X 05/22/2020,87
Albania X 05/23/2020,88
Albania X 05/24/2020,89
Albania X 05/25/2020,90
Albania X 05/26/2020,92
Albania X 05/27/2020,94
Albania X 05/28/2020,95
Albania X 05/29/2020,96
Albania X 05/30/2020,99
Albania X 05/31/2020,99
Albania X 06/01/2020,100
Albania X 06/02/2020,102
Albania X 06/03/2020,104
Albania X 06/04/2020,106
Albania X 06/05/2020,107
Albania X 06/06/2020,108
Albania X 06/07/2020,110
Algeria X 03/06/2020,0
Algeria X 03/07/2020,0
Algeria X 03/08/2020,0
Algeria X 03/09/2020,0
Algeria X 03/10/2020,0
Algeria X 03/11/2020,0
Algeria X 03/12/2020,1
Algeria X 03/13/2020,2
Algeria X 03/14/2020,3
Algeria X 03/15/2020,4
Algeria X 03/16/2020,4
Algeria X 03/17/2020,4
Algeria X 03/18/2020,7
Algeria X 03/19/2020,9
Algeria X 03/20/2020,11
Algeria X 03/21/2020,15
Algeria X 03/22/2020,17
Algeria X 03/23/2020,17
Algeria X 03/24/2020,19
Algeria X 03/25/2020,21
Algeria X 03/26/2020,25
Algeria X 03/27/2020,26
Algeria X 03/28/2020,29
Algeria X 03/29/2020,31
Algeria X 03/30/2020,35
Algeria X 03/31/2020,44
Algeria X 04/01/2020,58
Algeria X 04/02/2020,72
Algeria X 04/03/2020,82
Algeria X 04/04/2020,90
Algeria X 04/05/2020,100
Algeria X 04/06/2020,108
Algeria X 04/07/2020,119
Algeria X 04/08/2020,125
Algeria X 04/09/2020,134
Algeria X 04/10/2020,141
Algeria X 04/11/2020,149
Algeria X 04/12/2020,162
Algeria X 04/13/2020,180
Algeria X 04/14/2020,198
Algeria X 04/15/2020,213
Algeria X 04/16/2020,225
Algeria X 04/17/2020,237
Algeria X 04/18/2020,249
Algeria X 04/19/2020,261
Algeria X 04/20/2020,270
Algeria X 04/21/2020,280
Algeria X 04/22/2020,288
Algeria X 04/23/2020,298
Algeria X 04/24/2020,312
Algeria X 04/25/2020,330
Algeria X 04/26/2020,349
Algeria X 04/27/2020,364
Algeria X 04/28/2020,376
Algeria X 04/29/2020,389
Algeria X 04/30/2020,400
Algeria X 05/01/2020,412
Algeria X 05/02/2020,420
Algeria X 05/03/2020,429
Algeria X 05/04/2020,436
Algeria X 05/05/2020,445
Algeria X 05/06/2020,457
Algeria X 05/07/2020,473
Algeria X 05/08/2020,490
Algeria X 05/09/2020,503
Algeria X 05/10/2020,513
Algeria X 05/11/2020,523
Algeria X 05/12/2020,532
Algeria X 05/13/2020,541
Algeria X 05/14/2020,547
Algeria X 05/15/2020,552
Algeria X 05/16/2020,556
Algeria X 05/17/2020,561
Algeria X 05/18/2020,570
Algeria X 05/19/2020,582
Algeria X 05/20/2020,595
Algeria X 05/21/2020,604
Algeria X 05/22/2020,609
Algeria X 05/23/2020,615
Algeria X 05/24/2020,619
Algeria X 05/25/2020,624
Algeria X 05/26/2020,624
Algeria X 05/27/2020,625
Algeria X 05/28/2020,624
Algeria X 05/29/2020,623
Algeria X 05/30/2020,626
Algeria X 05/31/2020,633
Algeria X 06/01/2020,640
Algeria X 06/02/2020,643
Algeria X 06/03/2020,642
Algeria X 06/04/2020,641
Algeria X 06/05/2020,639
Algeria X 06/06/2020,638
Algeria X 06/07/2020,631
Andorra X 03/06/2020,0
Andorra X 03/07/2020,0
Andorra X 03/08/2020,0
Andorra X 03/09/2020,0
Andorra X 03/10/2020,0
Andorra X 03/11/2020,0
Andorra X 03/12/2020,0
Andorra X 03/13/2020,0
Andorra X 03/14/2020,0
Andorra X 03/15/2020,0
Andorra X 03/16/2020,0
Andorra X 03/17/2020,0
Andorra X 03/18/2020,0
Andorra X 03/19/2020,0
Andorra X 03/20/2020,0
Andorra X 03/21/2020,0
Andorra X 03/22/2020,1
Andorra X 03/23/2020,1
Andorra X 03/24/2020,1
Andorra X 03/25/2020,1
Andorra X 03/26/2020,3
Andorra X 03/27/2020,3
Andorra X 03/28/2020,3
Andorra X 03/29/2020,6
Andorra X 03/30/2020,8
Andorra X 03/31/2020,12
Andorra X 04/01/2020,14
Andorra X 04/02/2020,19
Andorra X 04/03/2020,23
Andorra X 04/04/2020,27
Andorra X 04/05/2020,30
Andorra X 04/06/2020,33
Andorra X 04/07/2020,37
Andorra X 04/08/2020,40
Andorra X 04/09/2020,43
Andorra X 04/10/2020,48
Andorra X 04/11/2020,53
Andorra X 04/12/2020,59
Andorra X 04/13/2020,63
Andorra X 04/14/2020,70
Andorra X 04/15/2020,77
Andorra X 04/16/2020,83
Andorra X 04/17/2020,88
Andorra X 04/18/2020,94
Andorra X 04/19/2020,101
Andorra X 04/20/2020,106
Andorra X 04/21/2020,110
Andorra X 04/22/2020,118
Andorra X 04/23/2020,125
Andorra X 04/24/2020,133
Andorra X 04/25/2020,140
Andorra X 04/26/2020,149
Andorra X 04/27/2020,158
Andorra X 04/28/2020,166
Andorra X 04/29/2020,173
Andorra X 04/30/2020,181
Andorra X 05/01/2020,190
Andorra X 05/02/2020,197
Andorra X 05/03/2020,204
Andorra X 05/04/2020,214
Andorra X 05/05/2020,223
Andorra X 05/06/2020,233
Andorra X 05/07/2020,242
Andorra X 05/08/2020,253
Andorra X 05/09/2020,264
Andorra X 05/10/2020,275
Andorra X 05/11/2020,284
Andorra X 05/12/2020,294
Andorra X 05/13/2020,306
Andorra X 05/14/2020,315
Andorra X 05/15/2020,324
Andorra X 05/16/2020,336
Andorra X 05/17/2020,347
Andorra X 05/18/2020,360
Andorra X 05/19/2020,371
Andorra X 05/20/2020,385
Andorra X 05/21/2020,399
Andorra X 05/22/2020,411
Andorra X 05/23/2020,423
Andorra X 05/24/2020,436
Andorra X 05/25/2020,450
Andorra X 05/26/2020,461
Andorra X 05/27/2020,473
Andorra X 05/28/2020,488
Andorra X 05/29/2020,501
Andorra X 05/30/2020,517
Andorra X 05/31/2020,530
Andorra X 06/01/2020,547
Andorra X 06/02/2020,563
Andorra X 06/03/2020,578
Andorra X 06/04/2020,593
Andorra X 06/05/2020,608
Andorra X 06/06/2020,625
Andorra X 06/07/2020,639
Angola X 03/06/2020,0
Angola X 03/07/2020,0
Angola X 03/08/2020,0
Angola X 03/09/2020,0
Angola X 03/10/2020,0
Angola X 03/11/2020,0
Angola X 03/12/2020,0
Angola X 03/13/2020,0
Angola X 03/14/2020,0
Angola X 03/15/2020,0
Angola X 03/16/2020,0
Angola X 03/17/2020,0
Angola X 03/18/2020,0
Angola X 03/19/2020,0
Angola X 03/20/2020,0
Angola X 03/21/2020,0
Angola X 03/22/2020,0
Angola X 03/23/2020,0
Angola X 03/24/2020,0
Angola X 03/25/2020,0
Angola X 03/26/2020,0
Angola X 03/27/2020,0
Angola X 03/28/2020,0
Angola X 03/29/2020,2
Angola X 03/30/2020,2
Angola X 03/31/2020,2
Angola X 04/01/2020,2
Angola X 04/02/2020,0
Angola X 04/03/2020,0
Angola X 04/04/2020,0
Angola X 04/05/2020,0
Angola X 04/06/2020,0
Angola X 04/07/2020,0
Angola X 04/08/2020,0
Angola X 04/09/2020,0
Angola X 04/10/2020,0
Angola X 04/11/2020,0
Angola X 04/12/2020,0
Angola X 04/13/2020,0
Angola X 04/14/2020,0
Angola X 04/15/2020,0
Angola X 04/16/2020,0
Angola X 04/17/2020,0
Angola X 04/18/2020,0
Angola X 04/19/2020,0
Angola X 04/20/2020,0
Angola X 04/21/2020,0
Angola X 04/22/2020,0
Angola X 04/23/2020,0
Angola X 04/24/2020,0
Angola X 04/25/2020,0
Angola X 04/26/2020,0
Angola X 04/27/2020,0
Angola X 04/28/2020,0
Angola X 04/29/2020,0
Angola X 04/30/2020,0
Angola X 05/01/2020,0
Angola X 05/02/2020,0
Angola X 05/03/2020,0
Angola X 05/04/2020,0
Angola X 05/05/2020,0
Angola X 05/06/2020,0
Angola X 05/07/2020,0
Angola X 05/08/2020,0
Angola X 05/09/2020,0
Angola X 05/10/2020,0
Angola X 05/11/2020,0
Angola X 05/12/2020,0
Angola X 05/13/2020,0
Angola X 05/14/2020,0
Angola X 05/15/2020,0
Angola X 05/16/2020,0
Angola X 05/17/2020,0
Angola X 05/18/2020,0
Angola X 05/19/2020,0
Angola X 05/20/2020,0
Angola X 05/21/2020,0
Angola X 05/22/2020,0
Angola X 05/23/2020,0
Angola X 05/24/2020,0
Angola X 05/25/2020,0
Angola X 05/26/2020,0
Angola X 05/27/2020,0
Angola X 05/28/2020,0
Angola X 05/29/2020,0
Angola X 05/30/2020,0
Angola X 05/31/2020,0
Angola X 06/01/2020,0
Angola X 06/02/2020,0
Angola X 06/03/2020,0
Angola X 06/04/2020,0
Angola X 06/05/2020,0
Angola X 06/06/2020,0
Angola X 06/07/2020,0
Antigua and Barbuda X 03/06/2020,0
Antigua and Barbuda X 03/07/2020,0
Antigua and Barbuda X 03/08/2020,0
Antigua and Barbuda X 03/09/2020,0
Antigua and Barbuda X 03/10/2020,0
Antigua and Barbuda X 03/11/2020,0
Antigua and Barbuda X 03/12/2020,0
Antigua and Barbuda X 03/13/2020,0
Antigua and Barbuda X 03/14/2020,0
Antigua and Barbuda X 03/15/2020,0
Antigua and Barbuda X 03/16/2020,0
Antigua and Barbuda X 03/17/2020,0
Antigua and Barbuda X 03/18/2020,0
Antigua and Barbuda X 03/19/2020,0
Antigua and Barbuda X 03/20/2020,0
Antigua and Barbuda X 03/21/2020,0
Antigua and Barbuda X 03/22/2020,0
Antigua and Barbuda X 03/23/2020,0
Antigua and Barbuda X 03/24/2020,0
Antigua and Barbuda X 03/25/2020,0
Antigua and Barbuda X 03/26/2020,0
Antigua and Barbuda X 03/27/2020,0
Antigua and Barbuda X 03/28/2020,0
Antigua and Barbuda X 03/29/2020,0
Antigua and Barbuda X 03/30/2020,0
Antigua and Barbuda X 03/31/2020,0
Antigua and Barbuda X 04/01/2020,0
Antigua and Barbuda X 04/02/2020,0
Antigua and Barbuda X 04/03/2020,0
Antigua and Barbuda X 04/04/2020,0
Antigua and Barbuda X 04/05/2020,0
Antigua and Barbuda X 04/06/2020,0
Antigua and Barbuda X 04/07/2020,0
Antigua and Barbuda X 04/08/2020,0
Antigua and Barbuda X 04/09/2020,0
Antigua and Barbuda X 04/10/2020,0
Antigua and Barbuda X 04/11/2020,0
Antigua and Barbuda X 04/12/2020,0
Antigua and Barbuda X 04/13/2020,0
Antigua and Barbuda X 04/14/2020,0
Antigua and Barbuda X 04/15/2020,0
Antigua and Barbuda X 04/16/2020,0
Antigua and Barbuda X 04/17/2020,0
Antigua and Barbuda X 04/18/2020,0
Antigua and Barbuda X 04/19/2020,0
Antigua and Barbuda X 04/20/2020,0
Antigua and Barbuda X 04/21/2020,0
Antigua and Barbuda X 04/22/2020,0
Antigua and Barbuda X 04/23/2020,0
Antigua and Barbuda X 04/24/2020,0
Antigua and Barbuda X 04/25/2020,0
Antigua and Barbuda X 04/26/2020,0
Antigua and Barbuda X 04/27/2020,0
Antigua and Barbuda X 04/28/2020,0
Antigua and Barbuda X 04/29/2020,0
Antigua and Barbuda X 04/30/2020,0
Antigua and Barbuda X 05/01/2020,0
Antigua and Barbuda X 05/02/2020,0
Antigua and Barbuda X 05/03/2020,0
Antigua and Barbuda X 05/04/2020,0
Antigua and Barbuda X 05/05/2020,0
Antigua and Barbuda X 05/06/2020,0
Antigua and Barbuda X 05/07/2020,0
Antigua and Barbuda X 05/08/2020,0
Antigua and Barbuda X 05/09/2020,0
Antigua and Barbuda X 05/10/2020,0
Antigua and Barbuda X 05/11/2020,0
Antigua and Barbuda X 05/12/2020,0
Antigua and Barbuda X 05/13/2020,0
Antigua and Barbuda X 05/14/2020,0
Antigua and Barbuda X 05/15/2020,0
Antigua and Barbuda X 05/16/2020,0
Antigua and Barbuda X 05/17/2020,0
Antigua and Barbuda X 05/18/2020,0
Antigua and Barbuda X 05/19/2020,0
Antigua and Barbuda X 05/20/2020,0
Antigua and Barbuda X 05/21/2020,0
Antigua and Barbuda X 05/22/2020,0
Antigua and Barbuda X 05/23/2020,0
Antigua and Barbuda X 05/24/2020,0
Antigua and Barbuda X 05/25/2020,0
Antigua and Barbuda X 05/26/2020,0
Antigua and Barbuda X 05/27/2020,0
Antigua and Barbuda X 05/28/2020,0
Antigua and Barbuda X 05/29/2020,0
Antigua and Barbuda X 05/30/2020,0
Antigua and Barbuda X 05/31/2020,0
Antigua and Barbuda X 06/01/2020,0
Antigua and Barbuda X 06/02/2020,0
Antigua and Barbuda X 06/03/2020,0
Antigua and Barbuda X 06/04/2020,0
Antigua and Barbuda X 06/05/2020,0
Antigua and Barbuda X 06/06/2020,0
Antigua and Barbuda X 06/07/2020,0
Argentina X 03/06/2020,0
Argentina X 03/07/2020,0
Argentina X 03/08/2020,1
Argentina X 03/09/2020,1
Argentina X 03/10/2020,1
Argentina X 03/11/2020,1
Argentina X 03/12/2020,1
Argentina X 03/13/2020,2
Argentina X 03/14/2020,2
Argentina X 03/15/2020,2
Argentina X 03/16/2020,2
Argentina X 03/17/2020,2
Argentina X 03/18/2020,2
Argentina X 03/19/2020,3
Argentina X 03/20/2020,3
Argentina X 03/21/2020,4
Argentina X 03/22/2020,4
Argentina X 03/23/2020,4
Argentina X 03/24/2020,6
Argentina X 03/25/2020,8
Argentina X 03/26/2020,9
Argentina X 03/27/2020,13
Argentina X 03/28/2020,18
Argentina X 03/29/2020,19
Argentina X 03/30/2020,23
Argentina X 03/31/2020,27
Argentina X 04/01/2020,28
Argentina X 04/02/2020,31
Argentina X 04/03/2020,34
Argentina X 04/04/2020,34
Argentina X 04/05/2020,37
Argentina X 04/06/2020,41
Argentina X 04/07/2020,42
Argentina X 04/08/2020,45
Argentina X 04/09/2020,49
Argentina X 04/10/2020,50
Argentina X 04/11/2020,53
Argentina X 04/12/2020,57
Argentina X 04/13/2020,58
Argentina X 04/14/2020,62
Argentina X 04/15/2020,66
Argentina X 04/16/2020,66
Argentina X 04/17/2020,70
Argentina X 04/18/2020,75
Argentina X 04/19/2020,76
Argentina X 04/20/2020,80
Argentina X 04/21/2020,86
Argentina X 04/22/2020,87
Argentina X 04/23/2020,91
Argentina X 04/24/2020,97
Argentina X 04/25/2020,98
Argentina X 04/26/2020,103
Argentina X 04/27/2020,108
Argentina X 04/28/2020,110
Argentina X 04/29/2020,115
Argentina X 04/30/2020,121
Argentina X 05/01/2020,123
Argentina X 05/02/2020,129
Argentina X 05/03/2020,136
Argentina X 05/04/2020,138
Argentina X 05/05/2020,144
Argentina X 05/06/2020,151
Argentina X 05/07/2020,154
Argentina X 05/08/2020,161
Argentina X 05/09/2020,168
Argentina X 05/10/2020,171
Argentina X 05/11/2020,178
Argentina X 05/12/2020,186
Argentina X 05/13/2020,189
Argentina X 05/14/2020,197
Argentina X 05/15/2020,205
Argentina X 05/16/2020,210
Argentina X 05/17/2020,217
Argentina X 05/18/2020,226
Argentina X 05/19/2020,231
Argentina X 05/20/2020,239
Argentina X 05/21/2020,248
Argentina X 05/22/2020,253
Argentina X 05/23/2020,262
Argentina X 05/24/2020,272
Argentina X 05/25/2020,278
Argentina X 05/26/2020,287
Argentina X 05/27/2020,298
Argentina X 05/28/2020,304
Argentina X 05/29/2020,315
Argentina X 05/30/2020,326
Argentina X 05/31/2020,333
Argentina X 06/01/2020,343
Argentina X 06/02/2020,355
Argentina X 06/03/2020,362
Argentina X 06/04/2020,373
Argentina X 06/05/2020,386
Argentina X 06/06/2020,393
Argentina X 06/07/2020,406
Armenia X 03/06/2020,0
Armenia X 03/07/2020,0
Armenia X 03/08/2020,0
Armenia X 03/09/2020,0
Armenia X 03/10/2020,0
Armenia X 03/11/2020,0
Armenia X 03/12/2020,0
Armenia X 03/13/2020,0
Armenia X 03/14/2020,0
Armenia X 03/15/2020,0
Armenia X 03/16/2020,0
Armenia X 03/17/2020,0
Armenia X 03/18/2020,0
Armenia X 03/19/2020,0
Armenia X 03/20/2020,0
Armenia X 03/21/2020,0
Armenia X 03/22/2020,0
Armenia X 03/23/2020,0
Armenia X 03/24/2020,0
Armenia X 03/25/2020,0
Armenia X 03/26/2020,1
Armenia X 03/27/2020,1
Armenia X 03/28/2020,1
Armenia X 03/29/2020,3
Armenia X 03/30/2020,3
Armenia X 03/31/2020,3
Armenia X 04/01/2020,4
Armenia X 04/02/2020,4
Armenia X 04/03/2020,4
Armenia X 04/04/2020,5
Armenia X 04/05/2020,5
Armenia X 04/06/2020,4
Armenia X 04/07/2020,6
Armenia X 04/08/2020,6
Armenia X 04/09/2020,6
Armenia X 04/10/2020,8
Armenia X 04/11/2020,8
Armenia X 04/12/2020,8
Armenia X 04/13/2020,9
Armenia X 04/14/2020,8
Armenia X 04/15/2020,8
Armenia X 04/16/2020,9
Armenia X 04/17/2020,9
Armenia X 04/18/2020,8
Armenia X 04/19/2020,10
Armenia X 04/20/2020,10
Armenia X 04/21/2020,9
Armenia X 04/22/2020,11
Armenia X 04/23/2020,11
Armenia X 04/24/2020,11
Armenia X 04/25/2020,12
Armenia X 04/26/2020,11
Armenia X 04/27/2020,11
Armenia X 04/28/2020,12
Armenia X 04/29/2020,11
Armenia X 04/30/2020,11
Armenia X 05/01/2020,12
Armenia X 05/02/2020,11
Armenia X 05/03/2020,11
Armenia X 05/04/2020,13
Armenia X 05/05/2020,12
Armenia X 05/06/2020,12
Armenia X 05/07/2020,13
Armenia X 05/08/2020,12
Armenia X 05/09/2020,12
Armenia X 05/10/2020,12
Armenia X 05/11/2020,11
Armenia X 05/12/2020,11
Armenia X 05/13/2020,12
Armenia X 05/14/2020,11
Armenia X 05/15/2020,10
Armenia X 05/16/2020,12
Armenia X 05/17/2020,11
Armenia X 05/18/2020,10
Armenia X 05/19/2020,11
Armenia X 05/20/2020,10
Armenia X 05/21/2020,9
Armenia X 05/22/2020,9
Armenia X 05/23/2020,8
Armenia X 05/24/2020,7
Armenia X 05/25/2020,8
Armenia X 05/26/2020,7
Armenia X 05/27/2020,6
Armenia X 05/28/2020,8
Armenia X 05/29/2020,7
Armenia X 05/30/2020,6
Armenia X 05/31/2020,6
Armenia X 06/01/2020,5
Armenia X 06/02/2020,4
Armenia X 06/03/2020,4
Armenia X 06/04/2020,2
Armenia X 06/05/2020,1
Armenia X 06/06/2020,2
Armenia X 06/07/2020,0
Aruba X 03/06/2020,0
Aruba X 03/07/2020,0
Aruba X 03/08/2020,0
Aruba X 03/09/2020,0
Aruba X 03/10/2020,0
Aruba X 03/11/2020,0
Aruba X 03/12/2020,0
Aruba X 03/13/2020,0
Aruba X 03/14/2020,0
Aruba X 03/15/2020,0
Aruba X 03/16/2020,0
Aruba X 03/17/2020,0
Aruba X 03/18/2020,0
Aruba X 03/19/2020,0
Aruba X 03/20/2020,0
Aruba X 03/21/2020,0
Aruba X 03/22/2020,0
Aruba X 03/23/2020,0
Aruba X 03/24/2020,0
Aruba X 03/25/2020,0
Aruba X 03/26/2020,0
Aruba X 03/27/2020,0
Aruba X 03/28/2020,0
Aruba X 03/29/2020,0
Aruba X 03/30/2020,0
Aruba X 03/31/2020,0
Aruba X 04/01/2020,0
Aruba X 04/02/2020,0
Aruba X 04/03/2020,0
Aruba X 04/04/2020,0
Aruba X 04/05/2020,0
Aruba X 04/06/2020,0
Aruba X 04/07/2020,0
Aruba X 04/08/2020,0
Aruba X 04/09/2020,0
Aruba X 04/10/2020,0
Aruba X 04/11/2020,0
Aruba X 04/12/2020,0
Aruba X 04/13/2020,0
Aruba X 04/14/2020,0
Aruba X 04/15/2020,0
Aruba X 04/16/2020,0
Aruba X 04/17/2020,0
Aruba X 04/18/2020,0
Aruba X 04/19/2020,0
Aruba X 04/20/2020,0
Aruba X 04/21/2020,0
Aruba X 04/22/2020,0
Aruba X 04/23/2020,0
Aruba X 04/24/2020,0
Aruba X 04/25/2020,0
Aruba X 04/26/2020,0
Aruba X 04/27/2020,0
Aruba X 04/28/2020,0
Aruba X 04/29/2020,0
Aruba X 04/30/2020,0
Aruba X 05/01/2020,0
Aruba X 05/02/2020,0
Aruba X 05/03/2020,0
Aruba X 05/04/2020,0
Aruba X 05/05/2020,0
Aruba X 05/06/2020,0
Aruba X 05/07/2020,0
Aruba X 05/08/2020,0
Aruba X 05/09/2020,0
Aruba X 05/10/2020,0
Aruba X 05/11/2020,0
Aruba X 05/12/2020,0
Aruba X 05/13/2020,0
Aruba X 05/14/2020,0
Aruba X 05/15/2020,0
Aruba X 05/16/2020,0
Aruba X 05/17/2020,0
Aruba X 05/18/2020,0
Aruba X 05/19/2020,0
Aruba X 05/20/2020,0
Aruba X 05/21/2020,0
Aruba X 05/22/2020,0
Aruba X 05/23/2020,0
Aruba X 05/24/2020,0
Aruba X 05/25/2020,0
Aruba X 05/26/2020,0
Aruba X 05/27/2020,0
Aruba X 05/28/2020,0
Aruba X 05/29/2020,0
Aruba X 05/30/2020,0
Aruba X 05/31/2020,0
Aruba X 06/01/2020,0
Aruba X 06/02/2020,0
Aruba X 06/03/2020,0
Aruba X 06/04/2020,0
Aruba X 06/05/2020,0
Aruba X 06/06/2020,0
Aruba X 06/07/2020,0
Australia X 03/06/2020,2
Australia X 03/07/2020,2
Australia X 03/08/2020,3
Australia X 03/09/2020,3
Australia X 03/10/2020,3
Australia X 03/11/2020,3
Australia X 03/12/2020,3
Australia X 03/13/2020,3
Australia X 03/14/2020,3
Australia X 03/15/2020,3
Australia X 03/16/2020,3
Australia X 03/17/2020,5
Australia X 03/18/2020,6
Australia X 03/19/2020,6
Australia X 03/20/2020,7
Australia X 03/21/2020,7
Australia X 03/22/2020,7
Australia X 03/23/2020,7
Australia X 03/24/2020,8
Australia X 03/25/2020,8
Australia X 03/26/2020,13
Australia X 03/27/2020,13
Australia X 03/28/2020,14
Australia X 03/29/2020,16
Australia X 03/30/2020,17
Australia X 03/31/2020,18
Australia X 04/01/2020,20
Australia X 04/02/2020,19
Australia X 04/03/2020,19
Australia X 04/04/2020,19
Australia X 04/05/2020,19
Australia X 04/06/2020,19
Australia X 04/07/2020,23
Australia X 04/08/2020,23
Australia X 04/09/2020,24
Australia X 04/10/2020,25
Australia X 04/11/2020,26
Australia X 04/12/2020,27
Australia X 04/13/2020,29
Australia X 04/14/2020,29
Australia X 04/15/2020,29
Australia X 04/16/2020,29
Australia X 04/17/2020,30
Australia X 04/18/2020,30
Australia X 04/19/2020,33
Australia X 04/20/2020,33
Australia X 04/21/2020,34
Australia X 04/22/2020,36
Australia X 04/23/2020,37
Australia X 04/24/2020,38
Australia X 04/25/2020,40
