Territory X Date,Target
Ireland X 04/07/2020,234
Ireland X 04/08/2020,266
Israel X 04/02/2020,34
Israel X 04/03/2020,41
Israel X 04/04/2020,49
Israel X 04/05/2020,58
Israel X 04/06/2020,68
Israel X 04/07/2020,80
Israel X 04/08/2020,92
Italy X 04/02/2020,14239
Italy X 04/03/2020,15124
Italy X 04/04/2020,16010
Italy X 04/05/2020,16869
Italy X 04/06/2020,17907
Italy X 04/07/2020,18816
Italy X 04/08/2020,19909
Jamaica X 04/02/2020,2
Jamaica X 04/03/2020,4
Jamaica X 04/04/2020,3
Jamaica X 04/05/2020,4
Jamaica X 04/06/2020,3
Jamaica X 04/07/2020,4
Jamaica X 04/08/2020,3
Japan X 04/02/2020,65
Japan X 04/03/2020,68
Japan X 04/04/2020,74
Japan X 04/05/2020,77
Japan X 04/06/2020,82
Japan X 04/07/2020,86
Japan X 04/08/2020,90
Jordan X 04/02/2020,6
Jordan X 04/03/2020,6
Jordan X 04/04/2020,6
Jordan X 04/05/2020,6
Jordan X 04/06/2020,6
Jordan X 04/07/2020,6
Jordan X 04/08/2020,7
Kazakhstan X 04/02/2020,2
Kazakhstan X 04/03/2020,2
Kazakhstan X 04/04/2020,3
Kazakhstan X 04/05/2020,3
Kazakhstan X 04/06/2020,3
Kazakhstan X 04/07/2020,3
Kazakhstan X 04/08/2020,3
Kenya X 04/02/2020,2
Kenya X 04/03/2020,2
Kenya X 04/04/2020,2
Kenya X 04/05/2020,2
Kenya X 04/06/2020,2
Kenya X 04/07/2020,3
Kenya X 04/08/2020,3
Kiribati X 04/02/2020,1
Kiribati X 04/03/2020,1
Kiribati X 04/04/2020,1
Kiribati X 04/05/2020,1
Kiribati X 04/06/2020,1
Kiribati X 04/07/2020,1
Kiribati X 04/08/2020,1
Kuwait X 04/02/2020,1
Kuwait X 04/03/2020,1
Kuwait X 04/04/2020,1
Kuwait X 04/05/2020,1
Kuwait X 04/06/2020,1
Kuwait X 04/07/2020,1
Kuwait X 04/08/2020,1
Kyrgyzstan X 04/02/2020,1
Kyrgyzstan X 04/03/2020,1
Kyrgyzstan X 04/04/2020,1
Kyrgyzstan X 04/05/2020,1
Kyrgyzstan X 04/06/2020,1
Kyrgyzstan X 04/07/2020,1
Kyrgyzstan X 04/08/2020,1
Lao People's Democratic Republic (the) X 04/02/2020,1
Lao People's Democratic Republic (the) X 04/03/2020,1
Lao People's Democratic Republic (the) X 04/04/2020,1
Lao People's Democratic Republic (the) X 04/05/2020,1
Lao People's Democratic Republic (the) X 04/06/2020,1
Lao People's Democratic Republic (the) X 04/07/2020,1
Lao People's Democratic Republic (the) X 04/08/2020,1
Latvia X 04/02/2020,1
Latvia X 04/03/2020,1
Latvia X 04/04/2020,1
Latvia X 04/05/2020,1
Latvia X 04/06/2020,1
Latvia X 04/07/2020,1
Latvia X 04/08/2020,1
Lebanon X 04/02/2020,16
Lebanon X 04/03/2020,18
Lebanon X 04/04/2020,20
Lebanon X 04/05/2020,21
Lebanon X 04/06/2020,23
Lebanon X 04/07/2020,24
Lebanon X 04/08/2020,25
Lesotho X 04/02/2020,1
Lesotho X 04/03/2020,1
Lesotho X 04/04/2020,1
Lesotho X 04/05/2020,1
Lesotho X 04/06/2020,1
Lesotho X 04/07/2020,1
Lesotho X 04/08/2020,1
Liberia X 04/02/2020,1
Liberia X 04/03/2020,1
Liberia X 04/04/2020,1
Liberia X 04/05/2020,1
Liberia X 04/06/2020,1
Liberia X 04/07/2020,1
Liberia X 04/08/2020,1
Libya X 04/02/2020,1
Libya X 04/03/2020,1
Libya X 04/04/2020,1
Libya X 04/05/2020,1
Libya X 04/06/2020,1
Libya X 04/07/2020,1
Libya X 04/08/2020,1
Liechtenstein X 04/02/2020,1
Liechtenstein X 04/03/2020,1
Liechtenstein X 04/04/2020,1
Liechtenstein X 04/05/2020,1
Liechtenstein X 04/06/2020,1
Liechtenstein X 04/07/2020,1
Liechtenstein X 04/08/2020,1
Lithuania X 04/02/2020,10
Lithuania X 04/03/2020,9
Lithuania X 04/04/2020,9
Lithuania X 04/05/2020,10
Lithuania X 04/06/2020,13
Lithuania X 04/07/2020,13
Lithuania X 04/08/2020,15
Luxembourg X 04/02/2020,36
Luxembourg X 04/03/2020,39
Luxembourg X 04/04/2020,42
Luxembourg X 04/05/2020,46
Luxembourg X 04/06/2020,49
Luxembourg X 04/07/2020,53
Luxembourg X 04/08/2020,59
Madagascar X 04/02/2020,1
Madagascar X 04/03/2020,1
Madagascar X 04/04/2020,1
Madagascar X 04/05/2020,1
Madagascar X 04/06/2020,1
Madagascar X 04/07/2020,1
Madagascar X 04/08/2020,1
Malawi X 04/02/2020,1
Malawi X 04/03/2020,1
Malawi X 04/04/2020,1
Malawi X 04/05/2020,1
Malawi X 04/06/2020,1
Malawi X 04/07/2020,1
Malawi X 04/08/2020,1
Malaysia X 04/02/2020,54
Malaysia X 04/03/2020,63
Malaysia X 04/04/2020,73
Malaysia X 04/05/2020,79
Malaysia X 04/06/2020,89
Malaysia X 04/07/2020,97
Malaysia X 04/08/2020,106
Maldives X 04/02/2020,1
Maldives X 04/03/2020,1
Maldives X 04/04/2020,1
Maldives X 04/05/2020,1
Maldives X 04/06/2020,1
Maldives X 04/07/2020,1
Maldives X 04/08/2020,1
Mali X 04/02/2020,5
Mali X 04/03/2020,5
Mali X 04/04/2020,5
Mali X 04/05/2020,6
Mali X 04/06/2020,6
Mali X 04/07/2020,6
Mali X 04/08/2020,6
Malta X 04/02/2020,1
Malta X 04/03/2020,1
Malta X 04/04/2020,1
Malta X 04/05/2020,1
Malta X 04/06/2020,1
Malta X 04/07/2020,1
Malta X 04/08/2020,1
Marshall Islands (the) X 04/02/2020,1
Marshall Islands (the) X 04/03/2020,1
Marshall Islands (the) X 04/04/2020,1
Marshall Islands (the) X 04/05/2020,1
Marshall Islands (the) X 04/06/2020,1
Marshall Islands (the) X 04/07/2020,1
Marshall Islands (the) X 04/08/2020,1
Mauritania X 04/02/2020,0
Mauritania X 04/03/2020,0
Mauritania X 04/04/2020,0
Mauritania X 04/05/2020,0
Mauritania X 04/06/2020,0
Mauritania X 04/07/2020,0
Mauritania X 04/08/2020,0
Mauritius X 04/02/2020,10
Mauritius X 04/03/2020,13
Mauritius X 04/04/2020,15
Mauritius X 04/05/2020,17
Mauritius X 04/06/2020,19
Mauritius X 04/07/2020,22
Mauritius X 04/08/2020,24
Mayotte X 04/02/2020,0
Mayotte X 04/03/2020,0
Mayotte X 04/04/2020,0
Mayotte X 04/05/2020,0
Mayotte X 04/06/2020,0
Mayotte X 04/07/2020,0
Mayotte X 04/08/2020,0
Mexico X 04/02/2020,39
Mexico X 04/03/2020,41
Mexico X 04/04/2020,50
Mexico X 04/05/2020,54
Mexico X 04/06/2020,63
Mexico X 04/07/2020,68
Mexico X 04/08/2020,78
Micronesia (Federated States of) X 04/02/2020,1
Micronesia (Federated States of) X 04/03/2020,1
Micronesia (Federated States of) X 04/04/2020,1
Micronesia (Federated States of) X 04/05/2020,1
Micronesia (Federated States of) X 04/06/2020,1
